0,odd,odd,odd,odd,odd,odd
1,odd,odd,even,odd,even,even
2,odd,odd,even,even,odd,even
3,odd,odd,even,even,even,odd
4,odd,even,odd,odd,even,even
5,odd,even,even,odd,odd,even
6,odd,even,even,even,odd,odd
7,odd,even,odd,even,odd,even
8,odd,even,odd,even,even,odd
9,odd,even,even,odd,even,odd
